longitude;latitude;housing_median_age;total_rooms;total_bedrooms;ocean_proximity;median_house_value
-11868;3408;180;1020;170;NEAR OCEAN;5000010
-1215;3859;430;880;210;INLAND;675000
-11836;339;390;11660;2220;<1H OCEAN;2304000
-12246;3771;520;15800;3370;NEAR OCEAN;2462000
-12202;3729;250;38450;4920;<1H OCEAN;5000010
-11559;3285;200;16080;2740;INLAND;908000
-11707;3405;140;57640;10060;INLAND;1732000
-11759;3344;30;58130;12640;NEAR OCEAN;3413000
-11831;3379;350;22900;5630;<1H OCEAN;2547000
-12199;3826;180;9210;1260;INLAND;2611000
-11837;3409;240;6300;1720;<1H OCEAN;4000000
-11806;3391;240;48800;10440;<1H OCEAN;1577000
-12149;3854;370;16550;3930;INLAND;784000
-11902;3535;420;12390;2510;INLAND;633000
-11829;3407;220;4920;2690;<1H OCEAN;3000000
-11828;3409;380;7900;2750;<1H OCEAN;1750000
-12047;3732;150;39520;9840;INLAND;1216000
-12224;3747;400;15040;2700;NEAR OCEAN;3088000
-12406;4086;340;41830;4350;NEAR OCEAN;981000
-1183;3426;430;15100;3100;<1H OCEAN;1765000
-12124;3937;160;27850;6160;INLAND;894000
-11845;3414;330;17410;2740;<1H OCEAN;4908000
-12215;3829;170;16250;2390;NEAR BAY;3288000
-12251;3778;450;25640;4990;NEAR BAY;3511000
-12205;3934;440;10640;2300;INLAND;615000
-12162;3976;140;20630;5590;INLAND;858000
-12416;4077;350;21410;4380;NEAR OCEAN;856000
-12192;3768;230;16550;2230;<1H OCEAN;2919000
-12128;3813;320;33660;6760;INLAND;1254000
-12184;3727;170;27950;4820;<1H OCEAN;2508000
-1184;3396;440;18770;3140;<1H OCEAN;3636000
-11713;3292;160;21730;3990;<1H OCEAN;1696000
-12234;4106;330;21490;4980;INLAND;658000
-1224;3853;240;17410;2890;INLAND;2484000
-12155;3859;360;4350;950;INLAND;696000
-1214;3855;260;26970;3980;INLAND;1425000
-11731;3412;370;14120;3430;INLAND;709000
-1206;3735;190;38740;6760;INLAND;886000
-11844;3401;410;13090;2210;<1H OCEAN;4188000
-12104;3769;50;96010;16390;INLAND;1955000
-1199;3658;200;19350;3630;INLAND;746000
-11897;3538;350;16730;4260;INLAND;575000
-11741;3394;330;20740;4760;INLAND;1176000
-11648;3394;100;32540;9130;INLAND;810000
-11725;3282;190;52550;7620;NEAR OCEAN;4740000
-1221;3797;180;43260;6550;NEAR BAY;2696000
-1186;342;100;28690;9410;<1H OCEAN;1500000
-12242;378;520;17770;4860;NEAR BAY;4200000
-11933;356;320;27030;6830;INLAND;605000
-11824;3401;300;4050;860;<1H OCEAN;1275000
-12214;3742;460;2060;440;NEAR BAY;2650000
-11708;3265;170;26330;7120;NEAR OCEAN;1470000
-1169;3365;150;6520;1490;INLAND;938000
-12253;3796;350;9080;1940;NEAR BAY;2908000
-11703;3261;220;10280;1480;NEAR OCEAN;1669000
-12151;3849;210;44260;7900;INLAND;1583000
-11854;3418;170;72140;19940;<1H OCEAN;1745000
-11719;3403;250;25130;3400;INLAND;1824000
-11712;328;310;17270;3420;NEAR OCEAN;1663000
-12213;3745;410;32330;5400;NEAR BAY;5000010
-11796;3376;240;13280;2900;<1H OCEAN;1895000
-11791;3393;210;25780;3630;<1H OCEAN;2917000
-11836;3394;380;21690;6880;<1H OCEAN;1485000
-1193;3635;240;18550;4160;INLAND;649000
-11842;3431;190;67550;14430;<1H OCEAN;1632000
-12095;3647;520;16910;3010;<1H OCEAN;2250000
-11796;338;300;7290;1310;<1H OCEAN;1952000
-12135;3859;290;12850;1930;INLAND;2657000
-12089;3733;270;26920;4810;INLAND;942000
-11806;3381;250;34970;5130;<1H OCEAN;2630000
-11783;3375;220;64330;11740;<1H OCEAN;2964000
-11789;3374;330;6190;1390;<1H OCEAN;1544000
-12144;386;160;29870;8640;INLAND;1375000
-12227;3786;520;8340;1860;NEAR BAY;2063000
-1175;3392;280;21010;3370;INLAND;1468000
-11637;3319;120;48900;11520;INLAND;987000
-11988;3442;220;23670;4920;NEAR OCEAN;3122000
-11803;3405;360;13590;3170;<1H OCEAN;1575000
-12249;3769;350;26440;4560;NEAR OCEAN;2770000
-11722;3283;310;39580;7270;NEAR OCEAN;1902000
-12096;3765;340;17000;3250;INLAND;955000
-12247;3768;310;40770;7770;NEAR OCEAN;3067000
-12201;3698;470;12500;2490;NEAR OCEAN;2653000
-11796;338;350;14930;2670;<1H OCEAN;2180000
-11852;342;370;17950;3460;<1H OCEAN;2072000
-11723;3274;440;14040;2290;NEAR OCEAN;2638000
-11718;3284;300;22900;5230;NEAR OCEAN;1651000
-12132;3796;470;17000;3440;INLAND;872000
-11809;3398;370;12700;2720;<1H OCEAN;1607000
-11834;338;250;41770;8320;<1H OCEAN;4468000
-11712;3276;330;22790;5910;NEAR OCEAN;1390000
-11981;3444;230;31720;5880;NEAR OCEAN;2889000
-11819;3397;270;29110;9720;<1H OCEAN;1463000
-12097;3765;160;39600;7160;INLAND;1375000
-11835;3397;260;17250;4310;<1H OCEAN;1281000
-11794;3404;330;14930;3310;<1H OCEAN;1589000
-12227;3789;520;26400;3660;NEAR BAY;3711000
-12229;3789;520;22690;3800;NEAR BAY;2614000
-12209;3765;270;26300;7220;NEAR BAY;1952000
-12202;3698;210;14840;3940;NEAR OCEAN;1875000
-12244;3778;520;27470;7360;NEAR BAY;3417000
-11852;3418;420;16110;4100;<1H OCEAN;2218000
-12132;3841;170;44010;6550;INLAND;2475000
-12243;3763;340;41350;6870;NEAR OCEAN;3423000
-12196;3724;260;30320;6050;<1H OCEAN;4309000
-11702;3403;190;44150;6480;INLAND;1916000
-11826;3409;360;35030;8330;<1H OCEAN;2414000
-12213;3747;300;14800;2940;NEAR BAY;1667000
-12242;3775;520;21640;5330;NEAR BAY;3060000
-12129;3801;20;64030;11160;INLAND;1379000
-11623;3371;170;48740;13490;INLAND;900000
-11835;3385;340;17700;2910;<1H OCEAN;3542000
-11711;3275;340;21310;5940;NEAR OCEAN;1021000
-1185;3404;520;22330;3170;<1H OCEAN;5000010
-11708;3274;350;14340;2530;NEAR OCEAN;1351000
-11793;3388;320;24580;3590;<1H OCEAN;2935000
-11833;3386;360;8540;1600;<1H OCEAN;2596000
-12213;3826;400;15380;2550;NEAR BAY;1702000
-12413;4055;380;5440;4350;<1H OCEAN;948000
-12247;3771;420;19610;4270;NEAR OCEAN;2394000
-11849;3415;330;28290;3600;<1H OCEAN;5000010
-12102;3917;170;22770;4590;INLAND;1495000
-1172;3338;140;53920;8210;<1H OCEAN;2915000
-12267;3847;190;18480;4280;<1H OCEAN;1903000
-12223;4057;180;16330;2430;INLAND;1508000
-11968;3683;110;24550;3440;INLAND;1200000
-11651;3384;160;9800;1930;INLAND;1000000
-11696;3379;210;29900;6910;INLAND;830000
-12157;3912;300;26010;5340;INLAND;566000
-11807;3411;470;8320;1940;<1H OCEAN;2250000
-11834;3401;350;13590;3590;<1H OCEAN;3125000
-11844;3422;390;15290;3440;<1H OCEAN;1782000
-12206;376;220;30090;4970;NEAR BAY;2353000
-1181;3381;360;8560;1460;<1H OCEAN;2460000
-12224;378;520;15860;3980;NEAR BAY;1406000
-11967;3447;350;27000;4220;<1H OCEAN;5000010
-1196;3656;360;7380;1680;INLAND;544000
-1180;3373;260;22360;2800;<1H OCEAN;3428000
-11828;3393;410;9360;2570;<1H OCEAN;1226000
-11844;3431;140;41510;9410;<1H OCEAN;1543000
-12245;3772;520;17290;3190;NEAR BAY;2618000
-12025;3723;340;16560;3280;INLAND;599000
-11808;3409;330;25570;5780;<1H OCEAN;2088000
-12083;3777;200;17170;4030;INLAND;1167000
-1183;338;80;11150;4120;<1H OCEAN;1462000
-11645;3265;220;26800;6430;INLAND;1271000
-1212;378;240;16980;3440;INLAND;1308000
-1201;392;200;17030;2940;INLAND;1969000
-11751;3389;160;54180;10050;INLAND;1580000
-11825;3409;520;20500;4290;<1H OCEAN;2100000
-11983;3683;140;23510;3410;INLAND;1412000
-1186;3413;200;142910;19340;<1H OCEAN;4720000
-11845;3417;330;31000;6870;<1H OCEAN;2613000
-11801;3373;230;40950;5780;<1H OCEAN;3025000
-11841;3402;340;14300;3570;<1H OCEAN;3070000
-11764;3403;100;31940;5790;INLAND;1591000
-12225;378;410;14710;4690;NEAR BAY;1714000
-12262;3873;210;14250;3230;INLAND;853000
-11825;3423;370;19540;3680;<1H OCEAN;2613000
-11882;3414;220;116680;17300;NEAR OCEAN;3855000
-11843;343;370;13940;3130;<1H OCEAN;1618000
-12063;3559;90;57820;11840;<1H OCEAN;1135000
-11847;3399;340;18750;5010;<1H OCEAN;3214000
-11812;3409;250;48700;13710;<1H OCEAN;1884000
-11761;3343;240;23030;3990;NEAR OCEAN;3465000
-12217;3777;390;16120;3420;NEAR BAY;1419000
-12208;3767;290;4930;1680;NEAR BAY;1600000
-1183;3406;470;13900;8720;<1H OCEAN;1375000
-12145;3857;520;39940;6350;INLAND;2325000
-11827;3417;480;15600;2800;<1H OCEAN;3547000
-11834;3387;280;29480;5660;<1H OCEAN;2865000
-12296;3826;200;19820;3580;NEAR OCEAN;2409000
-12187;3655;200;100530;17680;NEAR OCEAN;3875000
-11835;339;250;33090;9020;<1H OCEAN;2370000
-11707;328;360;20280;3490;<1H OCEAN;1689000
-11913;3419;160;63890;13300;NEAR OCEAN;2068000
-11816;3414;270;15510;2540;<1H OCEAN;5000010
-12139;3863;340;12260;1800;INLAND;1504000
-12175;3729;150;14860;3100;<1H OCEAN;2210000
-11847;3401;270;17820;4710;<1H OCEAN;4130000
-11737;3413;170;26810;4700;INLAND;1185000
-12186;3737;150;81620;21240;<1H OCEAN;2103000
-11934;3632;60;32660;6040;INLAND;892000
-11861;3421;340;34940;5570;<1H OCEAN;2515000
-11735;3397;270;39600;8860;INLAND;1225000
-1225;376;350;21970;3690;NEAR OCEAN;2417000
-11827;3383;340;11240;2450;<1H OCEAN;1869000
-12231;3755;450;5070;1400;NEAR OCEAN;2729000
-11856;342;350;22730;4350;<1H OCEAN;1967000
-1182;3389;370;23940;5680;<1H OCEAN;1051000
-12199;3698;190;56130;13210;NEAR OCEAN;2156000
-12174;3649;330;29520;5650;<1H OCEAN;2746000
-12236;4068;280;17450;3790;INLAND;598000
-11721;3281;270;13180;2160;NEAR OCEAN;2838000
-11804;3398;430;24460;7640;<1H OCEAN;1633000
-11711;3279;160;17910;5180;NEAR OCEAN;1293000
-11723;328;220;29810;8730;NEAR OCEAN;1906000
-12225;3782;260;39590;11960;NEAR BAY;2550000
-12219;3777;410;20360;5100;NEAR BAY;893000
-11933;363;110;30450;4350;INLAND;1338000
-12193;3772;260;28060;4590;<1H OCEAN;2138000
-11813;3469;340;21560;3970;INLAND;968000
-1179;3385;350;17560;3280;<1H OCEAN;1935000
-11706;349;360;28280;9160;INLAND;596000
-11827;3398;440;17220;4570;<1H OCEAN;925000
-11731;3316;170;17040;2630;NEAR OCEAN;2244000
-11794;3414;330;16200;2830;INLAND;2194000
-12174;3692;290;12100;2810;<1H OCEAN;1560000
-11813;3388;320;30880;10240;<1H OCEAN;1927000
-11837;3392;360;10750;1970;<1H OCEAN;2389000
-11708;3291;90;15470;2180;<1H OCEAN;3279000
-12002;3876;150;31420;6180;INLAND;1214000
-11902;3532;140;29270;5880;INLAND;826000
-12098;3764;390;26170;6590;INLAND;650000
-12241;378;300;18210;7380;NEAR BAY;4500000
-12234;3796;330;18170;4410;NEAR BAY;1036000
-12207;3791;280;17310;2950;NEAR BAY;2598000
-12221;3779;350;17450;4090;NEAR BAY;1438000
-11713;3276;330;15910;4610;NEAR OCEAN;1400000
-12224;3785;370;3340;540;NEAR BAY;3350000
-11912;3619;210;26450;4640;INLAND;1142000
-11818;3403;440;16290;4200;<1H OCEAN;1375000
-11791;3372;320;24360;5040;<1H OCEAN;1821000
-11828;340;420;8550;2840;<1H OCEAN;1125000
-12244;3773;390;19120;4350;NEAR BAY;2755000
-1213;3796;520;14750;2380;INLAND;1051000
-1218;3727;100;33010;5930;<1H OCEAN;2607000
-1184;3413;320;82620;11560;<1H OCEAN;5000010
-12123;3879;450;9070;1760;INLAND;920000
-11781;3364;40;17410;2250;<1H OCEAN;5000010
-12261;3809;180;62050;8210;<1H OCEAN;3687000
-12173;365;270;31840;5200;<1H OCEAN;3770000
-11815;3393;340;17450;4040;<1H OCEAN;2205000
-11815;3504;290;16710;3680;INLAND;568000
-11841;3402;270;22240;6180;<1H OCEAN;3155000
-11801;3412;320;19370;3320;INLAND;2784000
-1183;3382;260;20800;5600;<1H OCEAN;1844000
-12092;3765;230;5050;1240;INLAND;2750000
-12126;3813;250;25490;6750;INLAND;831000
-11828;3396;370;18120;5000;<1H OCEAN;991000
-11629;3374;60;129910;25550;INLAND;1993000
-1183;3398;440;15970;3880;<1H OCEAN;933000
-11626;3372;100;94040;18270;INLAND;1058000
-11734;3316;240;10060;2770;NEAR OCEAN;1875000
-11894;3541;100;32160;5260;INLAND;1430000
-12246;3778;520;25940;6220;NEAR BAY;3500000
-11952;3671;210;18340;3210;INLAND;693000
-11697;3396;120;58760;12220;INLAND;1121000
-12046;3463;480;14080;3010;NEAR OCEAN;1466000
-11711;3266;520;250;50;NEAR OCEAN;1188000
-11902;3535;380;14720;3050;INLAND;760000
-12099;3767;280;17680;4230;INLAND;905000
-11816;3404;220;29910;7910;<1H OCEAN;1819000
-11798;3375;370;12640;2740;<1H OCEAN;1996000
-12205;3697;160;33630;6110;NEAR OCEAN;2941000
-11829;3388;320;23070;4930;<1H OCEAN;2328000
-11816;3398;330;11960;3130;<1H OCEAN;1625000
-11692;3282;340;17650;2840;<1H OCEAN;1653000
-11793;338;290;16720;2670;<1H OCEAN;2319000
-12194;3945;390;8440;1610;INLAND;705000
-12189;3726;260;18640;3310;<1H OCEAN;2317000
-1180;3381;170;21420;4360;<1H OCEAN;1463000
-11766;3407;360;20720;4080;INLAND;1370000
-11709;3264;200;19990;6510;NEAR OCEAN;575000
-11703;3263;130;20870;3130;NEAR OCEAN;2277000
-1181;3385;360;9560;1590;<1H OCEAN;2237000
-11825;3393;420;7630;1910;<1H OCEAN;1018000
-12199;3835;450;17780;3390;INLAND;1029000
-12121;3779;330;8110;1850;INLAND;969000
-11717;3278;420;11040;3050;NEAR OCEAN;1452000
-1183;3396;470;21120;4170;<1H OCEAN;1174000
-11764;3407;380;24500;5440;INLAND;1112000
-11829;3399;430;19020;3980;<1H OCEAN;1129000
-12215;3772;290;41690;10470;NEAR BAY;1574000
-12018;3914;250;21710;3860;INLAND;1719000
-11704;3279;230;24910;3500;<1H OCEAN;3068000
-12199;3834;160;14700;2610;INLAND;1322000
-12204;3922;270;14460;2950;INLAND;928000
-11831;3404;520;12770;2850;<1H OCEAN;2346000
-11919;342;180;36200;4350;NEAR OCEAN;2205000
-11714;3279;350;35780;5820;NEAR OCEAN;1886000
-1221;3764;280;17840;3110;NEAR BAY;2067000
-12063;3873;110;45770;8360;INLAND;1402000
-11709;3276;290;16500;4960;NEAR OCEAN;1400000
-11835;3383;360;11020;1930;<1H OCEAN;3420000
-1201;3917;330;18490;3840;INLAND;1438000
-11786;3391;160;28890;4230;<1H OCEAN;2708000
-12131;3826;220;17680;3960;INLAND;883000
-12191;3659;310;20340;3350;NEAR OCEAN;2913000
-12181;3849;180;45180;8270;INLAND;1785000
-11807;3456;50;102640;18210;INLAND;1455000
-11867;343;50;61230;8250;<1H OCEAN;3930000
-12224;3749;190;3220;1120;NEAR OCEAN;5000010
-12243;3773;520;36020;7380;NEAR BAY;2518000
-11906;361;210;13440;2490;INLAND;636000
-11825;3394;440;14630;3120;<1H OCEAN;998000
-11804;3393;350;18050;3870;<1H OCEAN;1519000
-11695;3374;200;22330;4310;INLAND;894000
-11832;341;310;6220;2290;<1H OCEAN;2000000
-11816;3388;180;22870;6620;<1H OCEAN;1703000
-12149;385;300;17150;2710;INLAND;879000
-11901;3533;420;11200;2550;INLAND;394000
-1181;3409;420;14600;2890;<1H OCEAN;2273000
-11915;3629;180;14350;4350;INLAND;725000
-11816;3377;490;33820;7870;NEAR OCEAN;3821000
-11985;3677;270;15100;3440;INLAND;832000
-11792;3383;520;15140;3010;<1H OCEAN;1664000
-12192;3802;80;27500;4790;INLAND;1565000
-12217;3745;350;10250;2420;NEAR BAY;5000010
-11848;3404;400;13950;2850;<1H OCEAN;5000010
-11848;3427;340;12310;2220;<1H OCEAN;2237000
-11851;3425;240;43380;5580;<1H OCEAN;5000010
-11822;339;350;16490;4240;<1H OCEAN;1056000
-1170;3374;80;53300;15290;INLAND;944000
-12169;3795;150;18500;4410;INLAND;1254000
-11813;3389;290;28230;7370;<1H OCEAN;1655000
-11829;3409;280;15620;6480;<1H OCEAN;1125000
-11977;3674;510;14540;2350;INLAND;701000
-11776;3383;150;30860;4570;<1H OCEAN;3007000
-12136;3803;140;23560;4380;INLAND;1388000
-11827;3409;480;15270;2950;<1H OCEAN;3448000
-11769;3408;140;41360;8860;INLAND;1282000
-11793;3385;250;10260;2880;<1H OCEAN;1639000
-12216;3773;490;16990;4080;NEAR BAY;1716000
-12262;3825;330;14530;2500;<1H OCEAN;1702000
-11919;3564;290;14760;2200;INLAND;833000
-11818;3394;430;27240;6120;<1H OCEAN;1650000
-11765;350;360;11840;3160;INLAND;398000
-12228;3834;440;10660;1900;NEAR BAY;3040000
-11719;3282;350;21970;3530;NEAR OCEAN;1929000
-11833;3418;450;15520;3150;<1H OCEAN;2355000
-11964;3443;340;30450;5700;<1H OCEAN;5000010
-11705;3258;230;19180;3390;NEAR OCEAN;1348000
-12248;3778;500;21590;4370;NEAR BAY;3464000
-11849;3402;290;27090;7990;<1H OCEAN;3300000
-11918;3426;220;23340;3590;NEAR OCEAN;2289000
-11686;3424;190;54110;10420;INLAND;1320000
-1225;3787;170;43330;9470;NEAR BAY;3461000
-11822;341;350;40030;7880;<1H OCEAN;2521000
-1158;3326;20;960;180;INLAND;475000
-11789;3392;170;29360;5550;<1H OCEAN;1903000
-11631;3373;190;124670;25080;INLAND;1319000
-12144;3869;240;31240;5560;INLAND;949000
-11986;3643;340;11750;2510;INLAND;584000
-11863;3417;330;47690;7870;<1H OCEAN;3382000
-11817;3396;250;22490;6810;<1H OCEAN;1642000
-11948;370;160;29040;5510;INLAND;1118000
-11693;3373;130;36030;5730;INLAND;1323000
-12192;3655;370;21900;4190;NEAR OCEAN;4658000
-12236;3796;300;9500;3170;NEAR BAY;1078000
-12242;376;340;35620;5650;NEAR OCEAN;4051000
-12101;3763;410;27640;6390;INLAND;749000
-12231;376;340;32250;7260;NEAR BAY;2730000
-1178;3364;80;44470;7130;<1H OCEAN;4504000
-1174;3396;510;18060;3220;INLAND;1255000
-12245;4061;170;7850;1550;INLAND;582000
-12129;381;140;15510;2970;INLAND;1633000
-11818;3409;400;27440;7080;<1H OCEAN;1488000
-11831;3427;350;14460;2740;<1H OCEAN;2156000
-11827;3393;410;5700;1350;<1H OCEAN;913000
-11843;3417;320;32020;6960;<1H OCEAN;2929000
-12158;3916;360;12060;1970;INLAND;798000
-11733;3323;150;29190;5920;NEAR OCEAN;1556000
-12136;3856;200;12320;3320;INLAND;325000
-12202;3763;60;24450;5900;NEAR BAY;3011000
-11824;3399;410;14250;3720;<1H OCEAN;882000
-1184;3419;350;16310;3560;<1H OCEAN;2618000
-12193;3733;440;21420;3580;<1H OCEAN;4210000
-11843;3405;240;38320;9490;<1H OCEAN;4773000
-11821;3383;380;7930;1930;NEAR OCEAN;1761000
-11945;3507;450;9730;1830;INLAND;300000
-11841;3389;340;29590;6390;<1H OCEAN;5000010
-11716;349;160;15790;3270;INLAND;738000
-11701;3277;430;8410;1920;<1H OCEAN;1493000
-1179;3407;360;10090;1640;<1H OCEAN;2494000
-11811;3416;520;24890;4370;INLAND;3203000
-12132;3804;300;2490;440;INLAND;928000
-12133;3797;360;19530;4920;INLAND;908000
-11789;3389;170;16710;1920;<1H OCEAN;4676000
-11967;3672;310;8430;1400;INLAND;1538000
-11691;3275;50;87100;16140;<1H OCEAN;2409000
-11725;3404;180;57610;10630;INLAND;1611000
-11787;3378;300;20220;5220;<1H OCEAN;1860000
-12167;4089;170;25480;5370;INLAND;578000
-12236;3793;170;12580;2540;NEAR BAY;1216000
-11838;3403;440;19130;4410;<1H OCEAN;2664000
-11797;3379;340;24560;4100;<1H OCEAN;2242000
-12221;3738;280;45180;5780;NEAR OCEAN;5000010
-12228;3787;520;18130;3530;NEAR BAY;1917000
-11896;3537;410;14630;3390;INLAND;524000
-11776;3371;140;43210;5820;<1H OCEAN;3551000
-11791;3392;210;3800;910;<1H OCEAN;2083000
-12165;3669;210;78840;20110;<1H OCEAN;1603000
-12045;3731;200;43790;7530;INLAND;1335000
-1174;3385;90;75380;11250;INLAND;2236000
-12203;3696;400;5840;1260;NEAR OCEAN;2435000
-11781;3367;90;24350;3960;<1H OCEAN;2750000
-11831;3405;400;16670;3650;<1H OCEAN;4176000
-11835;3402;340;52180;15760;<1H OCEAN;1188000
-1198;3677;520;29640;5120;INLAND;876000
-11825;3393;420;8190;2330;<1H OCEAN;854000
-11831;3396;480;20150;3560;<1H OCEAN;1387000
-11822;3398;150;10110;2740;<1H OCEAN;1906000
-11932;3662;150;10700;2560;INLAND;515000
-11805;3381;260;25230;4370;<1H OCEAN;2346000
-12149;3855;510;42800;6320;INLAND;2241000
-12229;383;520;12190;2880;NEAR BAY;1833000
-12204;3734;250;19940;2870;<1H OCEAN;4473000
-12131;3866;270;17130;2820;INLAND;1364000
-11732;3322;150;47840;10390;NEAR OCEAN;1089000
-11808;3414;420;26900;5890;INLAND;2811000
-12097;3769;140;55140;9090;INLAND;1744000
-12194;3735;180;19220;5610;<1H OCEAN;2440000
-11812;3375;410;20720;4910;NEAR OCEAN;5000010
-12196;3796;280;18380;2730;INLAND;2292000
-11821;338;410;12510;2790;NEAR OCEAN;1508000
-11771;3351;110;21980;2520;<1H OCEAN;4870000
-12244;378;520;28690;5940;NEAR BAY;5000010
-11786;3414;360;30970;6670;INLAND;2353000
-12128;3864;240;34590;5730;INLAND;1862000
-12081;3867;140;83960;15780;INLAND;1188000
-1174;3404;170;19060;3340;INLAND;818000
-12293;3838;180;25620;5000;<1H OCEAN;2625000
-12228;3785;520;18980;4210;NEAR BAY;1055000
-1174;3376;80;19540;3300;INLAND;2491000
-11738;3444;40;50830;8670;INLAND;1214000
-1183;339;130;24550;6610;<1H OCEAN;1736000
-11854;3425;260;26390;3780;<1H OCEAN;3222000
-11767;336;250;31640;4490;<1H OCEAN;2660000
-1184;3401;440;14940;2620;<1H OCEAN;3563000
-12149;3853;400;29660;5360;INLAND;1306000
-12231;3793;360;15260;2560;NEAR BAY;2619000
-12236;4062;110;38960;8860;INLAND;942000
-11906;3435;340;24260;6460;<1H OCEAN;1583000
-12194;3731;300;42380;10100;<1H OCEAN;3070000
-11791;3365;170;13280;3770;<1H OCEAN;2768000
-11712;3295;40;90180;15720;<1H OCEAN;2637000
-12226;3783;520;14700;3300;NEAR BAY;1914000
-11779;3376;250;20370;2520;<1H OCEAN;4872000
-11967;3657;320;16040;2920;INLAND;1100000
-12001;3891;270;9680;1910;INLAND;944000
-1229;3909;150;24830;5440;INLAND;1432000
-11833;3401;430;22270;5640;<1H OCEAN;1875000
-1179;338;220;29640;8290;<1H OCEAN;1575000
-11846;3401;390;7110;1480;<1H OCEAN;2972000
-11825;3379;320;12050;3400;NEAR OCEAN;1280000
-12245;3778;430;14520;3970;NEAR BAY;3227000
-11871;3427;260;9900;2230;<1H OCEAN;1794000
-11782;3405;210;40310;9230;<1H OCEAN;1173000
-11851;3421;360;23960;4210;<1H OCEAN;2236000
-12142;386;350;11660;1930;INLAND;1028000
-12227;3799;160;49210;7370;NEAR BAY;2432000
-12129;3796;500;16690;5580;INLAND;923000
-11829;3403;420;16800;5570;<1H OCEAN;1364000
-11699;3279;260;36230;7030;<1H OCEAN;1658000
-12201;3921;520;19890;3920;INLAND;758000
-11814;3469;340;14390;3270;INLAND;1000000
-11741;3396;240;44810;9010;INLAND;1234000
-12197;3736;340;8840;1530;<1H OCEAN;2712000
-11809;3393;360;15850;3230;<1H OCEAN;1834000
-11752;3382;140;37760;5800;INLAND;2150000
-11798;3374;160;46360;9080;<1H OCEAN;3047000
-12182;3726;100;30300;5740;<1H OCEAN;2187000
-12143;3863;430;10090;2250;INLAND;670000
-11834;3393;350;12130;2840;<1H OCEAN;1599000
-11729;3318;150;37800;7920;NEAR OCEAN;1114000
-11813;3402;410;7340;1900;<1H OCEAN;1920000
-11814;342;390;25690;4260;INLAND;2074000
-12192;3736;420;1980;320;<1H OCEAN;1375000
-1223;3786;500;4990;1270;NEAR BAY;1406000
-11817;3397;310;33880;10590;<1H OCEAN;1590000
-1221;3736;350;20630;2660;NEAR BAY;5000010
-11984;3678;240;32420;7950;INLAND;588000
-12197;3697;240;36650;8700;NEAR OCEAN;2285000
-1184;340;370;15340;2580;<1H OCEAN;3360000
-12102;3771;250;2070;410;INLAND;1313000
-12101;3762;350;5680;1500;INLAND;795000
-11745;341;90;42880;10170;INLAND;1058000
-11834;3398;400;21080;5260;<1H OCEAN;1378000
-12271;3846;420;15740;3760;<1H OCEAN;1694000
-11768;3352;50;36210;6320;<1H OCEAN;3228000
